tissue	gene_id	SYMBOL	DEG_group	WGC_group
zigong	ENSGALG00010003363	HBE1		down
zigong	ENSGALG00010022614	DAO		down
zigong	ENSGALG00010013452	LSS		down
zigong	ENSGALG00010012857	NSDHL		down
zigong	ENSGALG00010011029	HMGCR		down
zigong	ENSGALG00010003108	PPP1R3B		down
zigong	ENSGALG00010020572	PPP1R3C		down
zigong	ENSGALG00010010706	SREBF2		down
zigong	ENSGALG00010020994	DHCR7		down
zigong	ENSGALG00010004308	DSG2		down
zigong	ENSGALG00010003002	PHKA2		down
